videoId,title,chunk_idx,chunk_start,chunk_end,brand_surface,product_surface,product_score,shade_surface,context,source,Brand,Product Name,Product Type,Category Group,Shade Name,Hex/RGB Code,match_score
OtMWweAoJ6E,Easy Glam Holiday Makeup - Talk Through Tutorial,3,322.08,425.2,morphe,m439 deluxe buffer brush brush,76,e48, on her website and the mac pro emphasize you can buy this on mac.com or at any pro store and I'm going to be using the morphe e48 this is a new brush in their leak collection I just got these yesterday and I haven't tried them yet so I'm just tr,brand-led,Morphe,M439 Deluxe Buffer Brush,Brush,Tools,,,100
OtMWweAoJ6E,Easy Glam Holiday Makeup - Talk Through Tutorial,10,1061.97,1200.58,morphe,m439 deluxe buffer brush brush,76,I kind of want to try this bru,ng but I'm really scared of it I haven't used this brush before but I kind of think that this could be cool this is the morphe 58 brush so I'm going to try this for the first time for a contouring powder so since I haven't used it yet I'm going t,brand-led,Morphe,M439 Deluxe Buffer Brush,Brush,Tools,,,100
Ee4Gi47erJ8,Full Face Talk Thru Makeup Tutorial,13,1534.47,1663.27,morphe,m439 deluxe buffer brush brush,76,40 so I,nd this is in the color 40 so I'm going to use the contour side and I'm first going to just contour with a This is from morphe and this is the 501 brush So I'm just going to pick up a little bit of the contour powder. It is kind of Chalky and the,brand-led,Morphe,M439 Deluxe Buffer Brush,Brush,Tools,,,100
5DUv3u2UzII,My Full Glam Makeup Routine | Alabama Barker,4,532.82,663.42,morphe,m439 deluxe buffer brush brush,76,,ar me breathing heavy I like have done that forever. I don't know. So my favorite nose contour brush is going to be the morphe brush in,brand-led,Morphe,M439 Deluxe Buffer Brush,Brush,Tools,,,100
5DUv3u2UzII,My Full Glam Makeup Routine | Alabama Barker,5,663.82,789.51,morphe,m439 deluxe buffer brush brush,76,M224,ar me breathing heavy I like have done that forever. I don't know. So my favorite nose contour brush is going to be the morphe brush in M224 you want to get this and just watch me carefully go on the bridge of your nose Pinch it boom tackle lucky,brand-led,Morphe,M439 Deluxe Buffer Brush,Brush,Tools,,,100
5DUv3u2UzII,My Full Glam Makeup Routine | Alabama Barker,7,928.74,1052.71,morphe,m439 deluxe buffer brush brush,76,,"e're not gonna touch it. No, it's already moving. Here we go for Powder removal. My favorite brush of the world is this morphe brush. So I just start by dusting the powder off Not completely under the eye yet. Then I will blend that out in circul",brand-led,Morphe,M439 Deluxe Buffer Brush,Brush,Tools,,,100
XOyXN9SgTl4,FULL FACE OF BRANDS THAT HATE ME,3,149.7,202.73,too faced,born this way super coverage concealer concealer,72,,"ff with a bang. Now, I used to actually live for this primer. Now, I used to actually live for this primer. This is the Too Faced Hangover Replenishing Face Primer. This is the Too Faced Hangover Replenishing Face Primer. Now, a lot of you are proba",brand-led,Too Faced,Born This Way Super Coverage Concealer,Concealer,Skin,,,100
ZAxhEUfpSss,Trying TJ MAXX Makeup For The First Time,7,904.78,1019.35,morphe,m439 deluxe buffer brush brush,71,," the sponge and here is reality I will say this it is really pretty. I'm like a little shook about it So let's take the morphe jeffrey js1 size queen brush and let's give it a whirl and see what the hell is gonna happen over here Wow, I'd already",brand-led,Morphe,M439 Deluxe Buffer Brush,Brush,Tools,,,100
ZAxhEUfpSss,Trying TJ MAXX Makeup For The First Time,10,1270.36,1382.81,morphe,m439 deluxe buffer brush brush,71,s in here So that,"te shades in here So that's a little weird, but we're gonna give it a whirl right now So we're gonna go in with the JS6 morphe jeffree brush and we're just gonna hit this shade right up here Kind of smells like the bad baby palette not bad, but l",brand-led,Morphe,M439 Deluxe Buffer Brush,Brush,Tools,,,100
XOyXN9SgTl4,FULL FACE OF BRANDS THAT HATE ME,0,0.0,57.7,mac,matte lipstick lipstick,71,,"ow, I have makeup from ten years ago in drawers. Now, I have makeup from ten years ago in drawers. I'm talking like old Mac lipsticks when I used to work there, like in the vault. I'm talking like old Mac lipsticks when I used to work there, l",brand-led,MAC,Matte Lipstick,Lipstick,Lips,Ruby Woo,#9B1B30,100
YgYHF4hCtKk,"FULL FACE USING $3,500 OF NEW MAKEUP AT SEPHORA",14,821.78,916.9,hourglass,vanish seamless finish foundation brush foundation brush,71,46,"component. Of course, it has a beautiful metallic brown component. Accents like all Hourglass products Accents like all Hourglass products and it also has this crazy brush. and it also has this crazy brush. I'm like, oh my God, honey, what? Now, the",brand-led,Hourglass,Vanish Seamless Finish Foundation Brush,Foundation Brush,Tools,,,100
Ee4Gi47erJ8,Full Face Talk Thru Makeup Tutorial,11,1251.9,1380.48,mac,217s blending brush eyeshadow brush,71,NC 30 And I, 30 And I'm just gonna pump NC 30 and I'm just gonna pump a little pump out onto the back of my hand And then this is a Mac 195 brush. I'm just going to use this to apply it underneath my eyes So I am going it's going to look like I'm applying,brand-led,MAC,217S Blending Brush,Eyeshadow Brush,Tools,,,100
RfqMkTsUhAY,Full Face Using Only E.L.F. Makeup... I'm Speechless!,9,1068.91,1182.42,morphe,m439 deluxe buffer brush brush,71,M431,ee what the hell is about to happen. Ooh it feels soft and it's very like buttery. All right I'm going to take a little morphe M431 pencil brush and normally I would wet the brush with a spray but I want to try this out first. Okay that coated th,brand-led,Morphe,M439 Deluxe Buffer Brush,Brush,Tools,,,100
q9Y3SyAS3jk,MY VERY DETAILED GO-TO EVERYDAY MAKEUP ROUTINE | SOFT GLAM | AALIYAH JAY,7,987.22,1119.42,morphe,m439 deluxe buffer brush brush,71,Caramel. And I,using this bronzer by Benefit. This is the Hula Bronzer in the color Caramel. And I'm taking this just regular powdered morphe brush. And I'm literally gonna literally like get the tiniest bit. And I am going to pat that cream contour in. So I'm ,brand-led,Morphe,M439 Deluxe Buffer Brush,Brush,Tools,,,100
Ee4Gi47erJ8,Full Face Talk Thru Makeup Tutorial,12,1384.64,1534.07,laura mercier,translucent loose setting powder setting powder,70,,before this just makes everything so easy So now I'm going to set my under eye concealer and I'm first going to use the Laura Mercier secret brightening powder Just to set it And I'm going to use this setting brush from Real Techniques So I'm just going,brand-led,Laura Mercier,Translucent Loose Setting Powder,Setting Powder,Skin,,,100
5nQ_a77HMdk,EVERYDAY EASY GLAM MAKEUP TUTORIAL,6,310.84,361.52,anastasia beverly hills,brow brush #12 brow brush,66,blonde I usually use my Anasta," need my bake so for eyebrows Anything I can because goddamn, you know, I need my bake so for eyebrows I usually use my Anastasia Beverly Hills brow kit and I'm in the shade blonde I usually use my Anastasia Beverly Hills brow kit and I'm in the shade blonde So i",brand-led,Anastasia Beverly Hills,Brow Brush #12,Brow Brush,Tools,,,100
Geeqrolx0bA,The Bridal Makeup Tutorial,8,933.07,1049.51,rare beauty,liquid touch brightening concealer concealer,66,happy,"Okay I gotta move on and stop with my rambling. We see everything here is just about blended so now I'm gonna take this rare beauty liquid pinch blush in the shade happy, put a small amount in the back of my hand, really work the bristles of this brus",brand-led,Rare Beauty,Liquid Touch Brightening Concealer,Concealer,Skin,,,100
Kc9Cl34sP3g,GIRLY GLAM MAKEUP TUTORIAL💕,4,403.35,496.23,rare beauty,lip soufflé matte cream lipstick lipstick,66,,"y peachy shade, and I'm actually gonna mix two different shades, but I'm gonna start off with just going in with Happy. Rare Beauty is such a great formula. If you do not have cream blushes or you're intimidated by cream blushes, Rare Beauty is a good",brand-led,Rare Beauty,Lip Soufflé Matte Cream Lipstick,Lipstick,Lips,Inspire,#D72F3F,100
Kc9Cl34sP3g,GIRLY GLAM MAKEUP TUTORIAL💕,14,1470.46,1557.73,charlotte tilbury,pillow talk push up lashes mascara mascara,66,,"na go in with the Charlotte Tilbury airbrush setting spray. No matter what setting spray I use, okay, I end it with the Charlotte Tilbury. Then to finish it off, I'm gonna just do a little mascara on my lower lashes. There is the final look up close and per",brand-led,Charlotte Tilbury,Pillow Talk Push Up Lashes Mascara,Mascara,Eyes,,,100
ZAxhEUfpSss,Trying TJ MAXX Makeup For The First Time,2,236.11,397.38,dior,dior addict lip glow lip balm,66,is this,"around the corner. Oh, there's already palettes right here. Hold up Oh Physicians formula girl. I live for you. Is this Dior? Oh, it is not Dior girl I've never even heard of this brand before Okay, I mean Let's let's give it a whirl make up re",brand-led,Dior,Addict Lip Glow,Lip Balm,Lips,001 Pink,#E6A5B2,100
zY7FHOAjk_o,easy soft glam makeup,13,1400.07,1509.7,charlotte tilbury,hollywood flawless filter primer,66,," it because I feel like it gives me more of an effortless look when I do it this way, finishing off with one more final Charlotte Tilbury product which is the airbrush flawless setting spray,",brand-led,Charlotte Tilbury,Hollywood Flawless Filter,Primer,Skin,,,100
zY7FHOAjk_o,easy soft glam makeup,14,1509.7,1547.14,charlotte tilbury,hollywood flawless filter primer,66,," it because I feel like it gives me more of an effortless look when I do it this way, finishing off with one more final Charlotte Tilbury product which is the airbrush flawless setting spray, oh my gosh this stuff is so good, I love it, I love it, which is ",brand-led,Charlotte Tilbury,Hollywood Flawless Filter,Primer,Skin,,,100
q9Y3SyAS3jk,MY VERY DETAILED GO-TO EVERYDAY MAKEUP ROUTINE | SOFT GLAM | AALIYAH JAY,1,137.99,266.57,anastasia beverly hills,brow brush #12 brow brush,66,dark brown. And I just use thi,al. And I also want to do my brows to go upwards. So I'm going to do some brow lamination. So now I'm going in with the Anastasia Beverly Hills Brow Wiz and this isn't a color dark brown. And I just use this to fill in my brows. I never do my brows on camera anym,brand-led,Anastasia Beverly Hills,Brow Brush #12,Brow Brush,Tools,,,100
OtMWweAoJ6E,Easy Glam Holiday Makeup - Talk Through Tutorial,3,322.08,425.2,mac,pro longwear paint pot cream eyeshadow,60,e48,owder the anastasia banana powder you can buy individually on her website and the mac pro emphasize you can buy this on mac.com or at any pro store and I'm going to be using the morphe e48 this is a new brush in their leak collection I just go,brand-led,MAC,Pro Longwear Paint Pot,Cream Eyeshadow,Eyes,,,100
OtMWweAoJ6E,Easy Glam Holiday Makeup - Talk Through Tutorial,10,1061.97,1200.58,mac,pro longwear paint pot cream eyeshadow,60,stir today shade stir is actua,oing to be using MAC shade stir today shade stir is actually a permanent item at the MAC pro store so you can get it on mac.com I believe and at any pro store it comes in like a little individual pan like this that's magnetic MAC shade stir is,brand-led,MAC,Pro Longwear Paint Pot,Cream Eyeshadow,Eyes,,,100
ZAxhEUfpSss,Trying TJ MAXX Makeup For The First Time,11,1382.81,1494.66,charlotte tilbury,powder & sculpt brush contour brush,60,,"mical burn. Okay, so it kind of looks better there, right? We can all agree kind of Let's take setting Powder like this Charlotte Tilbury and just press it on top because bitch Something weird is happening. No, I've been doing this for a long time, but it's",brand-led,Charlotte Tilbury,Powder & Sculpt Brush,Contour Brush,Tools,,,100
ZAxhEUfpSss,Trying TJ MAXX Makeup For The First Time,12,1495.34,1611.44,charlotte tilbury,powder & sculpt brush contour brush,60,,"setting Powder like this Charlotte Tilbury and just press it on top because bitch Something weird is happening. No, I've been doing this for a long time, but it's",brand-led,Charlotte Tilbury,Powder & Sculpt Brush,Contour Brush,Tools,,,100
Geeqrolx0bA,The Bridal Makeup Tutorial,12,1417.31,1530.54,mac,studio fix fluid spf 15 foundation foundation,57,NW 15 or NW 20 it,ating that for you it's not the best you could probably go without this one one of my favorite nude eye pencils is from Mac I think it's in the shade NW 15 or NW 20 it's something like that but it's absolutely amazing unfortunately I couldn't ,brand-led,MAC,Studio Fix Fluid SPF 15 Foundation,Foundation,Skin,,,100
OtMWweAoJ6E,Easy Glam Holiday Makeup - Talk Through Tutorial,2,213.31,320.54,real techniques,miracle complexion sponge sponge,57,,around so that I don't get cake face I'm a foundation I'm going to go in with concealer and I actually just got two new real techniques beauty sponges because mine was getting so nasty and dingy and falling apart and I just got these on amazon and they ju,brand-led,Real Techniques,Miracle Complexion Sponge,Sponge,Tools,,,100
zY7FHOAjk_o,easy soft glam makeup,8,853.37,961.7,mac,matte lipstick lipstick,57,,'s so beautiful when you're able to do that and that was actually a tip that I learned. When I was shadowing to work at Mac that was a big tip that I learned doing makeup. It like blew my mind because I was like blush on your temples like what,brand-led,MAC,Matte Lipstick,Lipstick,Lips,Ruby Woo,#9B1B30,100
YgYHF4hCtKk,"FULL FACE USING $3,500 OF NEW MAKEUP AT SEPHORA",21,1554.35,1668.8,urban decay,vice lipstick lipstick,57,12," just tell you this, because this isn't even the end of the video. This palette is sick. The formula is really good. So Urban Decay, you better work. All right, guys, I think it's time for some mascara. There are so many new mascaras. Like there's thi",brand-led,Urban Decay,Vice Lipstick,Lipstick,Lips,Backtalk,#B28289,100
Kc9Cl34sP3g,GIRLY GLAM MAKEUP TUTORIAL💕,8,817.82,922.56,rare beauty,lip soufflé matte cream lipstick lipstick,55,2016,"okay. And I have to say, I have a new brow pencil that I'm obsessed with. I know it's nothing new to the world but this Rare Beauty brow pencil, oh my God. It is so creamy and so good. It makes applying my brows so easy. Like I dread doing my brows bu",brand-led,Rare Beauty,Lip Soufflé Matte Cream Lipstick,Lipstick,Lips,Inspire,#D72F3F,100
2bhiiFwUdU8,SHANE DAWSON MAKEUP TUTORIAL | Jeffree Star,4,484.38,579.54,mac,pro longwear paint pot cream eyeshadow,54,, taken a lot to his face throughout the years My face can take a beating it can so we're just gonna go in with a little Mac painterly pot This is to prime the lids. What kind of look are you feeling today? Something easy and breezy. Mm-hmm Som,brand-led,MAC,Pro Longwear Paint Pot,Cream Eyeshadow,Eyes,,,100
OtMWweAoJ6E,Easy Glam Holiday Makeup - Talk Through Tutorial,3,322.08,425.2,mac,studio fix fluid spf 15 foundation foundation,54,,p it stick to each other as well so if you suffer and struggle with super dry under eye area I would suggest using some mac fix plus on your beauty blender okay so now I'm going to set that and I'm going to kick it old school and I kind of say,brand-led,MAC,Studio Fix Fluid SPF 15 Foundation,Foundation,Skin,,,100
XOyXN9SgTl4,FULL FACE OF BRANDS THAT HATE ME,3,149.7,202.73,too faced,better than sex mascara mascara,54,,"is channel. We don't really ever see you use Too Faced on this channel. Well, that's because I don't ever review or use Too Faced on my channel anymore. Well, that's because I don't ever review or use Too Faced on my channel anymore. I used to actua",brand-led,Too Faced,Better Than Sex Mascara,Mascara,Eyes,,,100
XOyXN9SgTl4,FULL FACE OF BRANDS THAT HATE ME,3,149.7,202.73,too faced,born this way foundation foundation,54,10,"l anymore. I used to actually live for their brand. I used to actually live for their brand. Yes, in collaboration with Too Faced. Yes, in collaboration with Too Faced. Which has been one of my favorite brands for the last 10 years, just so you know",brand-led,Too Faced,Born This Way Foundation,Foundation,Skin,,,100
Ee4Gi47erJ8,Full Face Talk Thru Makeup Tutorial,11,1251.9,1380.48,mac,pro longwear paint pot cream eyeshadow,54,NC 30 And I,"y extra liner and now we can work on the rest of our face. So for What am I doing for our under eyes? I'm gonna use the Mac Pro long wear today, and I'm gonna use the color NC 30 And I'm just gonna pump NC 30 and I'm just gonna pump a little p",brand-led,MAC,Pro Longwear Paint Pot,Cream Eyeshadow,Eyes,,,100
5DUv3u2UzII,My Full Glam Makeup Routine | Alabama Barker,4,532.82,663.42,mac,studio fix fluid spf 15 foundation foundation,54,cloud by born this way. I put, really really really light and just like the areas that need like little life Then I will go in with my I will use the Mac fix plus Spray the face while it is Not blended. This is my fan from Amazon. It is a panda and I'm in love and I put it,brand-led,MAC,Studio Fix Fluid SPF 15 Foundation,Foundation,Skin,,,100
5DUv3u2UzII,My Full Glam Makeup Routine | Alabama Barker,8,1054.42,1210.6,mac,matte lipstick lipstick,54,that I like because I, one lip routine. So like don't take this and be like this is alabama's lip routine It's absolutely not. This is oak by MAC Cosmetics. It's called flesh tone lip pencil the flesh tone lip pencil from what I could see It's made in New York and ,brand-led,MAC,Matte Lipstick,Lipstick,Lips,Ruby Woo,#9B1B30,100
5DUv3u2UzII,My Full Glam Makeup Routine | Alabama Barker,11,1481.34,1567.06,mac,studio fix fluid spf 15 foundation foundation,54,dreamsicle. It,"n the shade dreamsicle. It's a little bit of like a That was the chair So to set my face, I will do a little bit of the mac fix plus. So just like Spray from far away. I'm gonna use a fan this time Then this one-size-beauty on till dawn mattif",brand-led,MAC,Studio Fix Fluid SPF 15 Foundation,Foundation,Skin,,,100
5nQ_a77HMdk,EVERYDAY EASY GLAM MAKEUP TUTORIAL,2,98.63,150.04,urban decay,vice lipstick lipstick,53,,ands. I'm a lady Slap it in. I don't know. I feel like it helps and then now I'm gonna go in with my de-slick primer by Urban Decay Slap it in. I don't know. I feel like it helps and then now I'm gonna go in with my de-slick primer by Urban Decay I ju,brand-led,Urban Decay,Vice Lipstick,Lipstick,Lips,Backtalk,#B28289,100
OtMWweAoJ6E,Easy Glam Holiday Makeup - Talk Through Tutorial,10,1061.97,1200.58,mac,matte lipstick lipstick,53,stir today shade stir is actua,can get it on mac.com I believe and at any pro store it comes in like a little individual pan like this that's magnetic MAC shade stir is my favorite contour like of all time I think it is such a good shade I kind of want to try this brush for,brand-led,MAC,Matte Lipstick,Lipstick,Lips,Ruby Woo,#9B1B30,100
Ee4Gi47erJ8,Full Face Talk Thru Makeup Tutorial,8,795.69,992.37,mac,matte lipstick lipstick,53,Color So I,of a lid color Color So I'm gonna keep this matte and I'm just gonna add this cream shadow from Anastasia and this is a Mac 242 The number is rubbed off. I'm just gonna pick up some product and push this to my lid I think I usually don't wear ,brand-led,MAC,Matte Lipstick,Lipstick,Lips,Ruby Woo,#9B1B30,100
AyJ96_mYAv0,Soft Glam Makeup Tutorial,2,223.89,323.3,charlotte tilbury,matte revolution lipstick lipstick,53,,"hat's okay. Okay. So if you have at least scarring or you want more coverage on your face, you can go ahead with like a Charlotte Tilbury foundation. Charlotte Tilbury has a foundation that is really nice. It's like Dewy on the skin. It's like a natural fin",brand-led,Charlotte Tilbury,Matte Revolution Lipstick,Lipstick,Lips,Pillow Talk,#C49E8F,100
OtMWweAoJ6E,Easy Glam Holiday Makeup - Talk Through Tutorial,5,524.74,633.36,mac,pro longwear paint pot cream eyeshadow,51,,hield wiper just back and forth between those two motions we've got those two shadows on our eyes I'm going to grab the mac pro emphasize shaping powder again that I used to set my under eye area and this time I'm going to put it on a eyeshado,brand-led,MAC,Pro Longwear Paint Pot,Cream Eyeshadow,Eyes,,,100
OtMWweAoJ6E,Easy Glam Holiday Makeup - Talk Through Tutorial,9,947.82,1061.97,urban decay,vice lipstick lipstick,51,, all right so now we are going to move on and we're going to go in with some glitter liner we are going to be using the urban decay heavy metal glitter like glitter liner this is my absolute favorite glitter liner of all time so all I'm going to do is,brand-led,Urban Decay,Vice Lipstick,Lipstick,Lips,Backtalk,#B28289,100
OtMWweAoJ6E,Easy Glam Holiday Makeup - Talk Through Tutorial,3,322.08,425.2,mac,matte lipstick lipstick,50,medium I, powder but today I don't want to be as matte so I'm going to kick it old school using the mineralized skin finish from mac this is the shade medium I'm just gonna be using a big fluffy brush this is the e3 from morphe and I'm just going to ge,brand-led,MAC,Matte Lipstick,Lipstick,Lips,Ruby Woo,#9B1B30,100
OtMWweAoJ6E,Easy Glam Holiday Makeup - Talk Through Tutorial,6,634.0,746.13,mac,matte lipstick lipstick,50,,oing to highlight my brow bone and I'm going to be using what do you know something better change I'm going to be using Mac nylon and I'm just going to strictly put it right at the tippy top part of the brow bone just like a little a little da,brand-led,MAC,Matte Lipstick,Lipstick,Lips,Ruby Woo,#9B1B30,100
XOyXN9SgTl4,FULL FACE OF BRANDS THAT HATE ME,4,202.73,253.45,too faced,born this way foundation foundation,50,,"amed Jared used to be the owner of Too Faced. So, if you guys did not know, someone named Jared used to be the owner of Too Faced. He sold his brand to Estee Lauder. He sold his brand to Estee Lauder. Now, last year, he and his sister said some horr",brand-led,Too Faced,Born This Way Foundation,Foundation,Skin,,,100
XOyXN9SgTl4,FULL FACE OF BRANDS THAT HATE ME,4,202.73,253.45,tarte,the buffer airbrush finish bamboo foundation brush brush,50,,"things about me Now, last year, he and his sister said some horrible things about me because he was degrading the brand Tarte. because he was degrading the brand Tarte. And I'm like, honey, you did not invent unicorns. And I'm like, honey, you d",brand-led,Tarte,The Buffer Airbrush Finish Bamboo Foundation Brush,Brush,Tools,,,100
XOyXN9SgTl4,FULL FACE OF BRANDS THAT HATE ME,5,253.45,302.95,too faced,born this way foundation foundation,50,,"ade me, I'm sure after this video, they're going to probably continue to degrade me, but I actually really used to love Too Faced, and I was a huge fan in high school. but I actually really used to love Too Faced, and I was a huge fan in high school",brand-led,Too Faced,Born This Way Foundation,Foundation,Skin,,,100
XOyXN9SgTl4,FULL FACE OF BRANDS THAT HATE ME,10,500.6,545.6,chanel,rouge coco lipstick lipstick,50,,"a is like, great. and Ulta is like, great. We're doing Wet n Wild, Chanel, and everything else. We're doing Wet n Wild, Chanel, and everything else. Have a seat. Which one do you guys prefer? Have a seat. Which one do you guys prefer? Do you love",brand-led,Chanel,Rouge Coco Lipstick,Lipstick,Lips,Gabrielle,#B32D3F,100
XOyXN9SgTl4,FULL FACE OF BRANDS THAT HATE ME,28,1425.52,1475.12,morphe,m439 deluxe buffer brush brush,50,,"re blending to filth right now. since we are blending to filth right now. If you do not know, If you do not know, every Morphe brushes store that is open every Morphe brushes store that is open or is about to open does carry Jeffree Star Cosmetic",brand-led,Morphe,M439 Deluxe Buffer Brush,Brush,Tools,,,100
Geeqrolx0bA,The Bridal Makeup Tutorial,16,1874.15,2042.06,huda beauty,glowish multidew skin tint skin tint,48,,and the reception starts the gloss is coming out and the party is getting started I love gloss okay next I'm using this Huda Beauty nymph body drip shimmering dry oils spritzing this onto the chest and shoulders and then blending out with a large fluf,brand-led,Huda Beauty,GloWish Multidew Skin Tint,Skin Tint,Skin,,,100
Kc9Cl34sP3g,GIRLY GLAM MAKEUP TUTORIAL💕,14,1470.46,1557.73,charlotte tilbury,powder & sculpt brush contour brush,48,," I mean, come on. It's just stupid how pretty it is. A little bit more setting spray. Oh! Then I'm gonna go in with the Charlotte Tilbury airbrush setting spray. No matter what setting spray I use, okay, I end it with the Charlotte Tilbury. Then to finish i",brand-led,Charlotte Tilbury,Powder & Sculpt Brush,Contour Brush,Tools,,,100
XOyXN9SgTl4,FULL FACE OF BRANDS THAT HATE ME,5,253.45,302.95,too faced,born this way super coverage concealer concealer,48,,tea on that. You will never see me review anything of Too Faced on my channel. You will never see me review anything of Too Faced on my channel. I don't like to support people that are evil or really nasty.,brand-led,Too Faced,Born This Way Super Coverage Concealer,Concealer,Skin,,,100
XOyXN9SgTl4,FULL FACE OF BRANDS THAT HATE ME,6,299.45,356.83,too faced,born this way super coverage concealer concealer,48,,that. You will never see me review anything of Too Faced on my channel. You will never see me review anything of Too Faced on my channel. I don't like to support people that are evil or really nasty. I don't like to support people that are ev,brand-led,Too Faced,Born This Way Super Coverage Concealer,Concealer,Skin,,,100
aZgsVALlCrk,ONE DIP MAKEUP CHALLENGE!,3,389.78,514.32,urban decay,naked3 eyeshadow palette eyeshadow,48,Brown Sugar. I,"one sip challenge? Oh, no. Now I'm gonna go ahead and fill them in. This is the part I'm most terrified of. This is the Urban Decay brow putty in the shade Brown Sugar. I'm gonna load my brush with it. Like, this is my last time using this thing. I ca",brand-led,Urban Decay,Naked3 Eyeshadow Palette,Eyeshadow,Eyes,,,100
5nQ_a77HMdk,EVERYDAY EASY GLAM MAKEUP TUTORIAL,3,150.04,204.15,real techniques,miracle complexion sponge sponge,47,,"y, it's just it's gonna look okay at the best So I'm gonna clip my hair back and then I use my little Beauty Blender by Real Techniques. It's dirty So I'm gonna clip my hair back and then I use my little Beauty Blender by Real Techniques. It's dirty I don",brand-led,Real Techniques,Miracle Complexion Sponge,Sponge,Tools,,,100
Geeqrolx0bA,The Bridal Makeup Tutorial,0,0.82,136.43,charlotte tilbury,powder & sculpt brush contour brush,47,, further ado if y'all want to learn how I created this look right here then keep on watching. So to begin I'm using the Charlotte Tilbury Magic Serum Crystal Alexa. How I apply this on is I pour a good amount of this into the palm of my hands and then begin,brand-led,Charlotte Tilbury,Powder & Sculpt Brush,Contour Brush,Tools,,,100
ZAxhEUfpSss,Trying TJ MAXX Makeup For The First Time,2,236.11,397.38,dior,forever skin glow foundation foundation,47,is this,"h, there's already palettes right here. Hold up Oh Physicians formula girl. I live for you. Is this Dior? Oh, it is not Dior girl I've never even heard of this brand before Okay, I mean Let's let's give it a whirl make up revolution. I love the",brand-led,Dior,Forever Skin Glow Foundation,Foundation,Skin,,,100
XOyXN9SgTl4,FULL FACE OF BRANDS THAT HATE ME,3,149.7,202.73,tarte,tartelette in bloom clay eyeshadow palette eyeshadow,47,10," you know. Which has been one of my favorite brands for the last 10 years, just so you know. But, last year, I defended Tarte with a little makeup scandal video. But, last year, I defended Tarte with a little makeup scandal video. Oh, this looks",brand-led,Tarte,Tartelette In Bloom Clay Eyeshadow Palette,Eyeshadow,Eyes,,,100
5DUv3u2UzII,My Full Glam Makeup Routine | Alabama Barker,4,532.82,663.42,charlotte tilbury,powder & sculpt brush contour brush,47,Three tan door that,e brow That looks about right. So now that you look like a full-covered ghost This is what we will be doing. This is my Charlotte Tilbury beautiful skin sun-kissed glow bronzer This is a cream bronzer and mine is in the shade Three tan door that's a shade a,brand-led,Charlotte Tilbury,Powder & Sculpt Brush,Contour Brush,Tools,,,100
gj98OYuu6-M,HOODED EYES MAKEUP TUTORIAL |  Eyeshadow Tips for Downturned Eyes | Dominique Sachse,3,207.76,264.44,nars,climax mascara mascara,47,,ore concise as we go through. It'll just keep things a little tighter and more concise as we go through. This one is by NARS. This one is by NARS. It's a clear type of an eyelid primer. It's a clear type of an eyelid primer. I believe primers a,brand-led,NARS,Climax Mascara,Mascara,Eyes,,,100
5nQ_a77HMdk,EVERYDAY EASY GLAM MAKEUP TUTORIAL,2,98.63,150.04,clinique,almost lipstick lipstick,46,,"e my eyebrows and then so I kind of like hide my eyebrows and then Get that forehead. Yeah, now I'm gonna go in with my Clinique dramatically different moisturizing gel. This is good for like oily skin Get that forehead. Yeah, now I'm gonna go in w",brand-led,Clinique,Almost Lipstick,Lipstick,Lips,Black Honey,#381819,100
5nQ_a77HMdk,EVERYDAY EASY GLAM MAKEUP TUTORIAL,3,150.04,204.15,real techniques,everyday essentials makeup brush set brush set,46,,Beauty Blender by Real Techniques. It's dirty So I'm gonna clip my hair back and then I use my little Beauty Blender by Real Techniques. It's dirty I don't clean my brushes and I don't clean my Beauty Blender I don't clean my brushes and I don't clean my ,brand-led,Real Techniques,Everyday Essentials Makeup Brush Set,Brush Set,Tools,,,100
Kc9Cl34sP3g,GIRLY GLAM MAKEUP TUTORIAL💕,2,201.1,304.59,hourglass,vanish seamless finish foundation brush foundation brush,46,," concealers out there, but this one, this one right here, if you are looking for a new concealer and you have not tried Hourglass, girl, it is, in my opinion, the best. It is so gorgeous, so full coverage. So start off with a little bit. Listen to m",brand-led,Hourglass,Vanish Seamless Finish Foundation Brush,Foundation Brush,Tools,,,100
Kc9Cl34sP3g,GIRLY GLAM MAKEUP TUTORIAL💕,5,496.23,610.49,givenchy,le rouge deep velvet lipstick lipstick,46,," everybody is addicted to this part. There's something about it that's like, okay, you get it. I'm gonna go in with the Givenchy Prism Libre Powder. This is the pink one. This is Viola Rose.",brand-led,Givenchy,Le Rouge Deep Velvet Lipstick,Lipstick,Lips,Rouge Grainé,#9D1F2C,100
Kc9Cl34sP3g,GIRLY GLAM MAKEUP TUTORIAL💕,6,610.49,703.98,givenchy,le rouge deep velvet lipstick lipstick,46,10," everybody is addicted to this part. There's something about it that's like, okay, you get it. I'm gonna go in with the Givenchy Prism Libre Powder. This is the pink one. This is Viola Rose. I actually have no clue if that's what it's called. All r",brand-led,Givenchy,Le Rouge Deep Velvet Lipstick,Lipstick,Lips,Rouge Grainé,#9D1F2C,100
XOyXN9SgTl4,FULL FACE OF BRANDS THAT HATE ME,6,299.45,356.83,tarte,tartelette in bloom clay eyeshadow palette eyeshadow,46,s for women of color,"re than two shades for women of color, We all know that most brands create more than two shades for women of color, but Tarte decided to say fuck it. but Tarte decided to say fuck it. And I think what made this worse, now I did review this. And ",brand-led,Tarte,Tartelette In Bloom Clay Eyeshadow Palette,Eyeshadow,Eyes,,,100
